Changed At,Change Type,Unique Key,SKU,Variant ID,Product,Variant,Old Status,New Status,Price,URL
2026-08-19 04:40:25,NEW ITEM,VARIANT:46426639630472,92664115,46426639630472,Love Lockdown Single Cuff Pendant,Default Title,,YES,5073,https://jacobandco.shop/products/love-lockdown-single-cuff-pendant
2026-08-19 04:40:25,NEW ITEM,VARIANT:46426702020744,92664014,46426702020744,Love Lockdown Single Cuff Diamond Pendant,Default Title,,YES,6341,https://jacobandco.shop/products/love-lockdown-single-cuff-diamond-pendant
2026-08-19 04:40:25,NEW ITEM,VARIANT:46426733248648,92664082,46426733248648,Love Lockdown Single Cuff Diamond Pendant,Default Title,,YES,6341,https://jacobandco.shop/products/love-lockdown-single-cuff-diamond-pendant-1
2026-08-19 04:40:25,NEW ITEM,VARIANT:46426734755976,92664081,46426734755976,Love Lockdown Single Cuff Diamond Pendant,Default Title,,YES,6341,https://jacobandco.shop/products/love-lockdown-single-cuff-diamond-pendant-2
