Unique Key,Product ID,Variant ID,SKU,Product,Variant,Product Type,Vendor,Collections,Price,Compare At Price,Currency,Available,Option 1,Option 2,Option 3,Handle,URL,Last Seen
VARIANT:41938991710344,7908227285128,41938991710344,92457655,Estribo Earrings,Default Title,,Hand crafted in 18k rose gold and set with high-quality round brilliant-cut white diamonds,Estribo,17500,,USD,YES,Default Title,,,estribo-earrings,https://jacobandco.shop/products/estribo-earrings,2026-08-19 05:22:54
VARIANT:41939233013896,7908287447176,41939233013896,92457656,Estribo Earrings,Default Title,,Hand crafted in 18k white gold and set with high-quality round brilliant-cut white diamonds,Estribo,17500,,USD,YES,Default Title,,,estribo-earrings-white-gold,https://jacobandco.shop/products/estribo-earrings-white-gold,2026-08-19 05:22:54
VARIANT:41939644645512,7908399906952,41939644645512,92457655,Estribo Earrings,Default Title,,Hand crafted in 18k yellow gold and set with high-quality round brilliant-cut white diamonds,Estribo,17500,,USD,YES,Default Title,,,estribo-earrings-yellow-gold,https://jacobandco.shop/products/estribo-earrings-yellow-gold,2026-08-19 05:22:54
VARIANT:40490915233928,6947457859720,40490915233928,92355442-5,Estribo Ring,5,,Hand crafted in 18k rose gold,Estribo,7000,,USD,YES,5,,,estribo-ring-1,https://jacobandco.shop/products/estribo-ring-1,2026-08-19 05:22:54
VARIANT:41304772509832,7546872922248,41304772509832,92355444,Estribo Ring,5,,Hand crafted in 18k rose gold and set with high-quality round brilliant cut diamonds,Estribo,8700,,USD,YES,5,,,estribo-ring-3,https://jacobandco.shop/products/estribo-ring-3,2026-08-19 05:22:54
VARIANT:41304776671368,7546881671304,41304776671368,,Estribo Ring,5,,Hand crafted in 18k rose gold and set with high-quality round brilliant cut diamonds,Estribo,11200,,USD,YES,5,,,estribo-ring-full-pave,https://jacobandco.shop/products/estribo-ring-full-pave,2026-08-19 05:22:54
VARIANT:41320177205384,7561314599048,41320177205384,92355442-5,Estribo Ring,5,,Hand crafted in 18k white gold,Estribo,7000,,USD,YES,5,,,estribo-ring-8,https://jacobandco.shop/products/estribo-ring-8,2026-08-19 05:22:54
VARIANT:41320268005512,7561352347784,41320268005512,,Estribo Ring,5,,Hand crafted in 18k white gold and set with high-quality round brilliant cut diamonds,Estribo,11200,,USD,YES,5,,,estribo-ring-9,https://jacobandco.shop/products/estribo-ring-9,2026-08-19 05:22:54
VARIANT:41320290877576,7561359982728,41320290877576,92355001,Estribo Ring,5,,Hand crafted in 18k white gold and set with 90 high-quality round brilliant cut diamonds,Estribo,8700,,USD,YES,5,,,estribo-ring-10,https://jacobandco.shop/products/estribo-ring-10,2026-08-19 05:22:54
VARIANT:40490915299464,6947457859720,40490915299464,92355442-6,Estribo Ring,6,,Hand crafted in 18k rose gold,Estribo,7000,,USD,YES,6,,,estribo-ring-1,https://jacobandco.shop/products/estribo-ring-1,2026-08-19 05:22:54
VARIANT:41304772575368,7546872922248,41304772575368,92355444,Estribo Ring,6,,Hand crafted in 18k rose gold and set with high-quality round brilliant cut diamonds,Estribo,8700,,USD,YES,6,,,estribo-ring-3,https://jacobandco.shop/products/estribo-ring-3,2026-08-19 05:22:54
VARIANT:41304776736904,7546881671304,41304776736904,,Estribo Ring,6,,Hand crafted in 18k rose gold and set with high-quality round brilliant cut diamonds,Estribo,11200,,USD,YES,6,,,estribo-ring-full-pave,https://jacobandco.shop/products/estribo-ring-full-pave,2026-08-19 05:22:54
VARIANT:41320177270920,7561314599048,41320177270920,92355442-6,Estribo Ring,6,,Hand crafted in 18k white gold,Estribo,7000,,USD,YES,6,,,estribo-ring-8,https://jacobandco.shop/products/estribo-ring-8,2026-08-19 05:22:54
VARIANT:41320268071048,7561352347784,41320268071048,,Estribo Ring,6,,Hand crafted in 18k white gold and set with high-quality round brilliant cut diamonds,Estribo,11200,,USD,YES,6,,,estribo-ring-9,https://jacobandco.shop/products/estribo-ring-9,2026-08-19 05:22:54
VARIANT:41320290943112,7561359982728,41320290943112,92355001,Estribo Ring,6,,Hand crafted in 18k white gold and set with 90 high-quality round brilliant cut diamonds,Estribo,8700,,USD,YES,6,,,estribo-ring-10,https://jacobandco.shop/products/estribo-ring-10,2026-08-19 05:22:54
VARIANT:40490915365000,6947457859720,40490915365000,92355442-7,Estribo Ring,7,,Hand crafted in 18k rose gold,Estribo,7000,,USD,YES,7,,,estribo-ring-1,https://jacobandco.shop/products/estribo-ring-1,2026-08-19 05:22:54
VARIANT:41304772640904,7546872922248,41304772640904,92355444,Estribo Ring,7,,Hand crafted in 18k rose gold and set with high-quality round brilliant cut diamonds,Estribo,8700,,USD,YES,7,,,estribo-ring-3,https://jacobandco.shop/products/estribo-ring-3,2026-08-19 05:22:54
VARIANT:41304776802440,7546881671304,41304776802440,,Estribo Ring,7,,Hand crafted in 18k rose gold and set with high-quality round brilliant cut diamonds,Estribo,11200,,USD,YES,7,,,estribo-ring-full-pave,https://jacobandco.shop/products/estribo-ring-full-pave,2026-08-19 05:22:54
VARIANT:41320177336456,7561314599048,41320177336456,92355442-7,Estribo Ring,7,,Hand crafted in 18k white gold,Estribo,7000,,USD,YES,7,,,estribo-ring-8,https://jacobandco.shop/products/estribo-ring-8,2026-08-19 05:22:54
VARIANT:41320268136584,7561352347784,41320268136584,,Estribo Ring,7,,Hand crafted in 18k white gold and set with high-quality round brilliant cut diamonds,Estribo,11200,,USD,YES,7,,,estribo-ring-9,https://jacobandco.shop/products/estribo-ring-9,2026-08-19 05:22:54
VARIANT:41320291008648,7561359982728,41320291008648,92355001,Estribo Ring,7,,Hand crafted in 18k white gold and set with 90 high-quality round brilliant cut diamonds,Estribo,8700,,USD,YES,7,,,estribo-ring-10,https://jacobandco.shop/products/estribo-ring-10,2026-08-19 05:22:54
VARIANT:40490915430536,6947457859720,40490915430536,92355442-8,Estribo Ring,8,,Hand crafted in 18k rose gold,Estribo,7000,,USD,YES,8,,,estribo-ring-1,https://jacobandco.shop/products/estribo-ring-1,2026-08-19 05:22:54
VARIANT:41304772706440,7546872922248,41304772706440,92355444,Estribo Ring,8,,Hand crafted in 18k rose gold and set with high-quality round brilliant cut diamonds,Estribo,8700,,USD,YES,8,,,estribo-ring-3,https://jacobandco.shop/products/estribo-ring-3,2026-08-19 05:22:54
VARIANT:41304776867976,7546881671304,41304776867976,,Estribo Ring,8,,Hand crafted in 18k rose gold and set with high-quality round brilliant cut diamonds,Estribo,11200,,USD,YES,8,,,estribo-ring-full-pave,https://jacobandco.shop/products/estribo-ring-full-pave,2026-08-19 05:22:54
VARIANT:41320177401992,7561314599048,41320177401992,92355442-8,Estribo Ring,8,,Hand crafted in 18k white gold,Estribo,7000,,USD,YES,8,,,estribo-ring-8,https://jacobandco.shop/products/estribo-ring-8,2026-08-19 05:22:54
VARIANT:41320268202120,7561352347784,41320268202120,,Estribo Ring,8,,Hand crafted in 18k white gold and set with high-quality round brilliant cut diamonds,Estribo,11200,,USD,YES,8,,,estribo-ring-9,https://jacobandco.shop/products/estribo-ring-9,2026-08-19 05:22:54
VARIANT:41320291074184,7561359982728,41320291074184,92355001,Estribo Ring,8,,Hand crafted in 18k white gold and set with 90 high-quality round brilliant cut diamonds,Estribo,8700,,USD,YES,8,,,estribo-ring-10,https://jacobandco.shop/products/estribo-ring-10,2026-08-19 05:22:54
VARIANT:42299310473352,7882536779912,42299310473352,92252267,Evil Eye Diamond Bracelet,18cm,,Hand crafted in 18k rose gold and set with 32 high-quality round brilliant cut diamonds,Evil Eye,3800,,USD,YES,18cm,,,evil-eye-bracelet-3,https://jacobandco.shop/products/evil-eye-bracelet-3,2026-08-19 05:22:54
VARIANT:42299333935240,7882546315400,42299333935240,92252263,Evil Eye Diamond Bracelet,18cm,,Hand crafted in 18k white gold and set with 32 high-quality round brilliant cut diamonds,Evil Eye,3800,,USD,YES,18cm,,,evil-eye-bracelet-6,https://jacobandco.shop/products/evil-eye-bracelet-6,2026-08-19 05:22:54
VARIANT:42299336163464,7882546806920,42299336163464,92252269,Evil Eye Diamond Bracelet,18cm,,Hand crafted in 18k white gold and set with 32 high-quality round brilliant cut diamonds,Evil Eye,3800,,USD,YES,18cm,,,evil-eye-bracelet-8,https://jacobandco.shop/products/evil-eye-bracelet-8,2026-08-19 05:22:54
VARIANT:42299338489992,7882505945224,42299338489992,92252260,Evil Eye Diamond Bracelet,18cm,,Hand crafted in 18k rose gold and set with 32 high-quality round brilliant cut diamonds,Evil Eye,3800,,USD,YES,18cm,,,evil-eye-bracelet,https://jacobandco.shop/products/evil-eye-bracelet,2026-08-19 05:22:54
VARIANT:42304712507528,6825924329608,42304712507528,92561990,Evil Eye Diamond Bracelet,18cm,,Hand crafted in rose gold and set with 44 high-quality round brilliant cut diamonds,Evil Eye,2800,,USD,YES,18cm,,,evil-eye-bracelet-1,https://jacobandco.shop/products/evil-eye-bracelet-1,2026-08-19 05:22:54
VARIANT:42304713621640,6865938481288,42304713621640,92353778,Evil Eye Diamond Bracelet,18cm,,Hand crafted in 18k white gold and set with 32 high-quality round brilliant cut diamonds,Evil Eye,2800,,USD,YES,18cm,,,evil-eye-bracelet-7,https://jacobandco.shop/products/evil-eye-bracelet-7,2026-08-19 05:22:54
VARIANT:42304714571912,6865916395656,42304714571912,92458120,Evil Eye Diamond Bracelet,18cm,,Hand crafted in 18k rose gold and set with 32 high-quality round brilliant cut diamonds,Evil Eye,2800,,USD,YES,18cm,,,evil-eye-bracelet-4,https://jacobandco.shop/products/evil-eye-bracelet-4,2026-08-19 05:22:54
VARIANT:42923146281096,8371072237704,42923146281096,92353779,Evil Eye Diamond Bracelet,18cm,,Hand crafted in 18k rose gold and set with 32 high-quality round brilliant cut diamonds,Evil Eye,2800,,USD,YES,18cm,,,evil-eye-diamond-bracelet-green-eye,https://jacobandco.shop/products/evil-eye-diamond-bracelet-green-eye,2026-08-19 05:22:54
VARIANT:42923162042504,8371076792456,42923162042504,92353776,Evil Eye Diamond Bracelet,18cm,,Hand crafted in 18k white gold and set with 32 high-quality round brilliant cut diamonds,Evil Eye,2800,,USD,YES,18cm,,,evil-eye-diamond-bracelet-blue-eye-in-white-gold,https://jacobandco.shop/products/evil-eye-diamond-bracelet-blue-eye-in-white-gold,2026-08-19 05:22:54
VARIANT:40138238886024,6834381815944,40138238886024,92252272,Evil Eye Diamond Necklace,Default Title,,Hand crafted in 18k white gold and set with 32 high-quality round brilliant cut diamonds,Evil Eye,5000,,USD,YES,Default Title,,,evil-eye-necklace-2,https://jacobandco.shop/products/evil-eye-necklace-2,2026-08-19 05:22:54
VARIANT:40264876785800,6865953194120,40264876785800,92560659,Evil Eye Diamond Necklace,Default Title,,Hand crafted in 18k rose gold and set with 32 high-quality round brilliant cut diamonds,Evil Eye,5000,,USD,YES,Default Title,,,evil-eye-necklace-4,https://jacobandco.shop/products/evil-eye-necklace-4,2026-08-19 05:22:54
VARIANT:40264985903240,6865986781320,40264985903240,92457238,Evil Eye Diamond Necklace,Default Title,,Hand crafted in 18k rose gold and set with 10 high-quality round brilliant cut diamonds and 4 blue sapphires,Evil Eye,12600,,USD,YES,Default Title,,,evil-eye-necklace-3,https://jacobandco.shop/products/evil-eye-necklace-3,2026-08-19 05:22:54
VARIANT:41887855181960,7884617973896,41887855181960,92252276,Evil Eye Diamond Necklace,Default Title,,Hand crafted in 18k white gold and set with 32 high-quality round brilliant cut diamonds,Evil Eye,5000,,USD,YES,Default Title,,,evil-eye-necklace,https://jacobandco.shop/products/evil-eye-necklace,2026-08-19 05:22:54
VARIANT:41940806664328,7908844241032,41940806664328,92252270,Evil Eye Diamond Necklace,Default Title,,Hand crafted in 18k rose gold and set with 32 high-quality round brilliant cut diamonds,Evil Eye,5000,,USD,YES,Default Title,,,evil-eye-diamond-necklace-rose-gold-blue-enamel,https://jacobandco.shop/products/evil-eye-diamond-necklace-rose-gold-blue-enamel,2026-08-19 05:22:54
VARIANT:42299342487688,7548944187528,42299342487688,92355122,Hamsa Diamond Bracelet,18cm,,Hand crafted in 18k white gold and set with 166 high-quality round brilliant cut white diamonds and emerald,Evil Eye,6400,,USD,YES,18cm,,,hamsa-bracelet,https://jacobandco.shop/products/hamsa-bracelet,2026-08-19 05:22:54
VARIANT:42299345633416,7881951969416,42299345633416,92458662,Hamsa Diamond Bracelet,18cm,,Hand crafted in 18k white gold and set with 166 high-quality round brilliant cut white diamonds and marquise blue sapphire,Evil Eye,6400,,USD,YES,18cm,,,hamsa-bracelet-black,https://jacobandco.shop/products/hamsa-bracelet-black,2026-08-19 05:22:54
VARIANT:42299399831688,6947481452680,42299399831688,92355966,Hamsa Diamond Bracelet,18cm,,Hand crafted in 18k rose gold and set with 166 high-quality round brilliant cut white diamonds and emerald,Evil Eye,6400,,USD,YES,18cm,,,hamsa-bracelet-1,https://jacobandco.shop/products/hamsa-bracelet-1,2026-08-19 05:22:54
VARIANT:42299407728776,7881940369544,42299407728776,92355968,Hamsa Diamond Bracelet,18cm,,Hand crafted in 18k rose gold and set with 166 high-quality round brilliant cut white diamonds and marquise ruby,Evil Eye,6400,,USD,YES,18cm,,,hamsa-bracelet-red,https://jacobandco.shop/products/hamsa-bracelet-red,2026-08-19 05:22:54
VARIANT:41882564788360,7882037493896,41882564788360,92457168,Hamsa Diamond Necklace,Default Title,,Hand crafted in 18k white gold and set with 194 high-quality round brilliant cut diamonds,Evil Eye,11200,,USD,YES,Default Title,,,hamsa-necklace-white-gold,https://jacobandco.shop/products/hamsa-necklace-white-gold,2026-08-19 05:22:54
VARIANT:41882642874504,7882071113864,41882642874504,92355460,Hamsa Diamond Necklace,Default Title,,Hand crafted in 18k rose gold and set with 194 high-quality round brilliant cut diamonds,Evil Eye,11200,,USD,YES,Default Title,,,hamsa-necklace-rose-gold,https://jacobandco.shop/products/hamsa-necklace-rose-gold,2026-08-19 05:22:54
VARIANT:40109580910728,6825914433672,40109580910728,92149972,Happy Diamond Bracelet,Default Title,,Hand crafted in 18k white gold and set with 86 high-quality round brilliant cut diamonds,You Are You,3400,,USD,YES,Default Title,,,you-are-you-bracelet-2,https://jacobandco.shop/products/you-are-you-bracelet-2,2026-08-19 05:22:54
VARIANT:40109394755720,6825893691528,40109394755720,92149968,Happy Diamond Necklace,Default Title,,Hand crafted in 18k white gold and set with 86 high-quality round brilliant cut diamonds,You Are You,3400,,USD,YES,Default Title,,,you-are-you-necklace-2,https://jacobandco.shop/products/you-are-you-necklace-2,2026-08-19 05:22:54
VARIANT:40109551583368,6825909715080,40109551583368,92148261,Happy Diamond Necklace,Default Title,,Hand crafted in 18k rose gold and set with 89 high-quality round brilliant cut diamonds,You Are You,3400,,USD,YES,Default Title,,,you-are-you-necklace-4,https://jacobandco.shop/products/you-are-you-necklace-4,2026-08-19 05:22:54
VARIANT:40216499978376,6825905553544,40216499978376,92047676-3,Happy Diamond Ring,3,,Hand crafted in 18k white gold and set with 86 high-quality round brilliant cut diamonds,You Are You,3400,,USD,YES,3,,,you-are-you-ring-3,https://jacobandco.shop/products/you-are-you-ring-3,2026-08-19 05:22:54
VARIANT:40216500011144,6825905553544,40216500011144,92047677-4,Happy Diamond Ring,4,,Hand crafted in 18k white gold and set with 86 high-quality round brilliant cut diamonds,You Are You,3400,,USD,YES,4,,,you-are-you-ring-3,https://jacobandco.shop/products/you-are-you-ring-3,2026-08-19 05:22:54
VARIANT:40331430723720,6825905553544,40331430723720,92047676-4.5,Happy Diamond Ring,4.5,,Hand crafted in 18k white gold and set with 86 high-quality round brilliant cut diamonds,You Are You,3400,,USD,YES,4.5,,,you-are-you-ring-3,https://jacobandco.shop/products/you-are-you-ring-3,2026-08-19 05:22:54
VARIANT:40216500043912,6825905553544,40216500043912,92047678-5,Happy Diamond Ring,5,,Hand crafted in 18k white gold and set with 86 high-quality round brilliant cut diamonds,You Are You,3400,,USD,YES,5,,,you-are-you-ring-3,https://jacobandco.shop/products/you-are-you-ring-3,2026-08-19 05:22:54
VARIANT:40331430756488,6825905553544,40331430756488,92047676-5.5,Happy Diamond Ring,5.5,,Hand crafted in 18k white gold and set with 86 high-quality round brilliant cut diamonds,You Are You,3400,,USD,YES,5.5,,,you-are-you-ring-3,https://jacobandco.shop/products/you-are-you-ring-3,2026-08-19 05:22:54
VARIANT:40216500076680,6825905553544,40216500076680,92047679-6,Happy Diamond Ring,6,,Hand crafted in 18k white gold and set with 86 high-quality round brilliant cut diamonds,You Are You,3400,,USD,YES,6,,,you-are-you-ring-3,https://jacobandco.shop/products/you-are-you-ring-3,2026-08-19 05:22:54
VARIANT:40331430822024,6825905553544,40331430822024,92047676-6.5,Happy Diamond Ring,6.5,,Hand crafted in 18k white gold and set with 86 high-quality round brilliant cut diamonds,You Are You,3400,,USD,YES,6.5,,,you-are-you-ring-3,https://jacobandco.shop/products/you-are-you-ring-3,2026-08-19 05:22:54
VARIANT:40216500109448,6825905553544,40216500109448,92047680-7,Happy Diamond Ring,7,,Hand crafted in 18k white gold and set with 86 high-quality round brilliant cut diamonds,You Are You,3400,,USD,YES,7,,,you-are-you-ring-3,https://jacobandco.shop/products/you-are-you-ring-3,2026-08-19 05:22:54
VARIANT:40331430985864,6825905553544,40331430985864,92047676-7.5,Happy Diamond Ring,7.5,,Hand crafted in 18k white gold and set with 86 high-quality round brilliant cut diamonds,You Are You,3400,,USD,YES,7.5,,,you-are-you-ring-3,https://jacobandco.shop/products/you-are-you-ring-3,2026-08-19 05:22:54
VARIANT:40216500142216,6825905553544,40216500142216,92047681-8,Happy Diamond Ring,8,,Hand crafted in 18k white gold and set with 86 high-quality round brilliant cut diamonds,You Are You,3400,,USD,YES,8,,,you-are-you-ring-3,https://jacobandco.shop/products/you-are-you-ring-3,2026-08-19 05:22:54
VARIANT:40331431051400,6825905553544,40331431051400,92047676-8.5,Happy Diamond Ring,8.5,,Hand crafted in 18k white gold and set with 86 high-quality round brilliant cut diamonds,You Are You,3400,,USD,YES,8.5,,,you-are-you-ring-3,https://jacobandco.shop/products/you-are-you-ring-3,2026-08-19 05:22:54
VARIANT:42360463523976,6899698172040,42360463523976,92460266,Hematite Bracelet,15 cm,,Hand crafted in stainless steel with hematite stones,Hematite,1200,,USD,YES,15 cm,,,hematite-bracelet-1,https://jacobandco.shop/products/hematite-bracelet-1,2026-08-19 05:22:54
VARIANT:42543699132552,6899734708360,42543699132552,91738809,Hematite Bracelet,15 cm,,Hand crafted in 18k rose gold and set with 90 high-quality round brilliant cut diamonds,Hematite,15400,0,USD,YES,15 cm,,,hematite-bracelet-4,https://jacobandco.shop/products/hematite-bracelet-4,2026-08-19 05:22:54
VARIANT:42543711748232,6899711508616,42543711748232,91637512,Hematite Bracelet,15 cm,,Hand crafted in 18k rose gold with hematite stones,Hematite,11800,,USD,YES,15 cm,,,hematite-bracelet-2,https://jacobandco.shop/products/hematite-bracelet-2,2026-08-19 05:22:54
VARIANT:41112456134792,6899711508616,41112456134792,91637513,Hematite Bracelet,16 cm,,Hand crafted in 18k rose gold with hematite stones,Hematite,12500,,USD,YES,16 cm,,,hematite-bracelet-2,https://jacobandco.shop/products/hematite-bracelet-2,2026-08-19 05:22:54
VARIANT:42543699165320,6899734708360,42543699165320,91740299,Hematite Bracelet,16 cm,,Hand crafted in 18k rose gold and set with 90 high-quality round brilliant cut diamonds,Hematite,16300,0,USD,YES,16 cm,,,hematite-bracelet-4,https://jacobandco.shop/products/hematite-bracelet-4,2026-08-19 05:22:54
VARIANT:43106465579144,6899698172040,43106465579144,92459317,Hematite Bracelet,16 cm,,Hand crafted in stainless steel with hematite stones,Hematite,1200,,USD,YES,16 cm,,,hematite-bracelet-1,https://jacobandco.shop/products/hematite-bracelet-1,2026-08-19 05:22:54
VARIANT:41112456167560,6899711508616,41112456167560,91843552,Hematite Bracelet,17 cm,,Hand crafted in 18k rose gold with hematite stones,Hematite,13200,,USD,YES,17 cm,,,hematite-bracelet-2,https://jacobandco.shop/products/hematite-bracelet-2,2026-08-19 05:22:54
VARIANT:41123484631176,6899734708360,41123484631176,92149083,Hematite Bracelet,17 cm,,Hand crafted in 18k rose gold and set with 90 high-quality round brilliant cut diamonds,Hematite,17200,,USD,YES,17 cm,,,hematite-bracelet-4,https://jacobandco.shop/products/hematite-bracelet-4,2026-08-19 05:22:54
VARIANT:41221187371144,6899698172040,41221187371144,92148358,Hematite Bracelet,17 cm,,Hand crafted in stainless steel with hematite stones,Hematite,1200,,USD,YES,17 cm,,,hematite-bracelet-1,https://jacobandco.shop/products/hematite-bracelet-1,2026-08-19 05:22:54
VARIANT:41112456200328,6899711508616,41112456200328,91637515,Hematite Bracelet,18 cm,,Hand crafted in 18k rose gold with hematite stones,Hematite,13900,,USD,YES,18 cm,,,hematite-bracelet-2,https://jacobandco.shop/products/hematite-bracelet-2,2026-08-19 05:22:54
VARIANT:41118996594824,6899698172040,41118996594824,92457325,Hematite Bracelet,18 cm,,Hand crafted in stainless steel with hematite stones,Hematite,1200,,USD,YES,18 cm,,,hematite-bracelet-1,https://jacobandco.shop/products/hematite-bracelet-1,2026-08-19 05:22:54
VARIANT:41123484663944,6899734708360,41123484663944,92149084,Hematite Bracelet,18 cm,,Hand crafted in 18k rose gold and set with 90 high-quality round brilliant cut diamonds,Hematite,18100,0,USD,YES,18 cm,,,hematite-bracelet-4,https://jacobandco.shop/products/hematite-bracelet-4,2026-08-19 05:22:54
VARIANT:41112456233096,6899711508616,41112456233096,92149088,Hematite Bracelet,19 cm,,Hand crafted in 18k rose gold with hematite stones,Hematite,14500,,USD,YES,19 cm,,,hematite-bracelet-2,https://jacobandco.shop/products/hematite-bracelet-2,2026-08-19 05:22:54
VARIANT:41118996627592,6899698172040,41118996627592,92457326,Hematite Bracelet,19 cm,,Hand crafted in stainless steel with hematite stones,Hematite,1200,,USD,YES,19 cm,,,hematite-bracelet-1,https://jacobandco.shop/products/hematite-bracelet-1,2026-08-19 05:22:54
VARIANT:41123484696712,6899734708360,41123484696712,92149085,Hematite Bracelet,19 cm,,Hand crafted in 18k rose gold and set with 90 high-quality round brilliant cut diamonds,Hematite,19000,0,USD,YES,19 cm,,,hematite-bracelet-4,https://jacobandco.shop/products/hematite-bracelet-4,2026-08-19 05:22:54
VARIANT:41112456265864,6899711508616,41112456265864,92149089,Hematite Bracelet,20 cm,,Hand crafted in 18k rose gold with hematite stones,Hematite,15200,,USD,YES,20 cm,,,hematite-bracelet-2,https://jacobandco.shop/products/hematite-bracelet-2,2026-08-19 05:22:54
VARIANT:41118996660360,6899698172040,41118996660360,92354435,Hematite Bracelet,20 cm,,Hand crafted in stainless steel with hematite stones,Hematite,1200,,USD,YES,20 cm,,,hematite-bracelet-1,https://jacobandco.shop/products/hematite-bracelet-1,2026-08-19 05:22:54
VARIANT:43108488806536,6899734708360,43108488806536,,Hematite Bracelet,20 cm,,Hand crafted in 18k rose gold and set with 90 high-quality round brilliant cut diamonds,Hematite,19000,0,USD,YES,20 cm,,,hematite-bracelet-4,https://jacobandco.shop/products/hematite-bracelet-4,2026-08-19 05:22:54
VARIANT:43775528632456,8584657076360,43775528632456,91944022,Infinia Earrings,Default Title,,"Hand crafted in 18k white gold and set with pearls, turquoise and corals.",Infinia,53400,,USD,YES,Default Title,,,infinia-earrings-turquoise-and-pearl,https://jacobandco.shop/products/infinia-earrings-turquoise-and-pearl,2026-08-19 05:22:54
VARIANT:43775602491528,8584675950728,43775602491528,92046650,Infinia Earrings,Default Title,,"Hand crafted in 18k white gold and set with white diamonds with pearls, onyx, and special cut mother of pearl.",Infinia,61500,,USD,YES,Default Title,,,infinia-earrings-onxy-and-pearl,https://jacobandco.shop/products/infinia-earrings-onxy-and-pearl,2026-08-19 05:22:54
VARIANT:43935763660936,8623696969864,43935763660936,92046430,Infinia Earrings,Default Title,,Hand crafted in 18k white gold and set with tsavorites and white diamonds,Infinia,150000,,USD,YES,Default Title,,,infinia-earrings-small-size-tsavorites,https://jacobandco.shop/products/infinia-earrings-small-size-tsavorites,2026-08-19 05:22:54
VARIANT:43937179238536,8624110174344,43937179238536,91945038,Infinia Earrings,Default Title,,"Hand crafted in 18k white gold and set with emeralds, pearls, and white diamonds",Infinia,27000,,USD,YES,Default Title,,,infinia-earrings-cabochon-emeralds,https://jacobandco.shop/products/infinia-earrings-cabochon-emeralds,2026-08-19 05:22:54
VARIANT:43952598679688,8627370786952,43952598679688,91945037,Infinia Earrings,Default Title,,"Hand crafted in 18k white gold and set with blue sapphires, pearls, and white diamonds",Infinia,24500,,USD,YES,Default Title,,,infinia-earrings-blue-cabochon-sapphires,https://jacobandco.shop/products/infinia-earrings-blue-cabochon-sapphires,2026-08-19 05:22:54
VARIANT:43952715858056,8627405127816,43952715858056,91944914,Infinia Earrings,Default Title,,Hand crafted in 18k rose gold and set with pink sapphires and white diamonds,Infinia,117000,,USD,YES,Default Title,,,infinia-earrings-pink-sapphires,https://jacobandco.shop/products/infinia-earrings-pink-sapphires,2026-08-19 05:22:54
VARIANT:43958361456776,8628635664520,43958361456776,91944511,Infinia Earrings,Default Title,,Hand crafted in 18k white gold and set with white diamonds,Infinia,180000,,USD,YES,Default Title,,,infinia-earrings-baguette-cut-diamonds,https://jacobandco.shop/products/infinia-earrings-baguette-cut-diamonds,2026-08-19 05:22:54
VARIANT:43775618842760,8584679719048,43775618842760,92046651,Infinia Ring,Default Title,,"Hand crafted in 18k white gold and set with white diamonds with pearls, onyx, and mother of pearl.",Infinia,41500,,USD,YES,Default Title,,,infinia-ring-onyx-and-mother-of-pearl,https://jacobandco.shop/products/infinia-ring-onyx-and-mother-of-pearl,2026-08-19 05:22:54
VARIANT:43933990420616,8623149645960,43933990420616,91945035,Infinia Ring,Default Title,,"Hand crafted in 18k white gold and set with emeralds, pearls, and white diamonds",Infinia,23500,,USD,YES,Default Title,,,infinia-ring-cabochon-emerald,https://jacobandco.shop/products/infinia-ring-cabochon-emerald,2026-08-19 05:22:54
VARIANT:43934001463432,8623153119368,43934001463432,91945034,Infinia Ring,Default Title,,"Hand crafted in 18k white gold and set with blue sapphires, pearls, and white diamonds",Infinia,18500,,USD,YES,Default Title,,,infinia-ring-cabochon-blue-sapphires,https://jacobandco.shop/products/infinia-ring-cabochon-blue-sapphires,2026-08-19 05:22:54
VARIANT:43934050025608,8623166816392,43934050025608,91944617,Infinia Ring,Default Title,,Hand crafted in 18k white gold and set with pink sapphires and white diamonds,Infinia,35000,,USD,YES,Default Title,,,infinia-ring-pink-sapphire-center,https://jacobandco.shop/products/infinia-ring-pink-sapphire-center,2026-08-19 05:22:54
VARIANT:43935715164296,8623682519176,43935715164296,91842383,Infinia Ring,Default Title,,Hand crafted in 18k white gold and set with white diamonds,Infinia,84400,,USD,YES,Default Title,,,infinia-ring-marquise-white-diamonds,https://jacobandco.shop/products/infinia-ring-marquise-white-diamonds,2026-08-19 05:22:54
VARIANT:43935751569544,8623693463688,43935751569544,91841851,Infinia Ring,Default Title,,Hand crafted in 18k white gold and set with emeralds and white diamonds,Infinia,60000,,USD,YES,Default Title,,,infinia-ring-marquise-cut-emeralds,https://jacobandco.shop/products/infinia-ring-marquise-cut-emeralds,2026-08-19 05:22:54
VARIANT:43950698070152,8626955190408,43950698070152,,Infinia Ring,Default Title,,"Hand crafted in 18k white gold and set with white diamonds, pearls, and blue sapphires.",Infinia,15000,,USD,YES,Default Title,,,infinia-ring-blue-cabochon-sapphires,https://jacobandco.shop/products/infinia-ring-blue-cabochon-sapphires,2026-08-19 05:22:54
VARIANT:44349668851848,8700348989576,44349668851848,92046468,Infinia Ring,Default Title,,"Hand crafted in 18k white gold and set with white diamonds, pearls, and rubies",Infinia,19000,,USD,YES,Default Title,,,infinia-ruby-ring,https://jacobandco.shop/products/infinia-ruby-ring,2026-08-19 05:22:54
